TF,TF_id,gene,gene_id,effect,evidence,ev_level
nagC,b0676,chbR,b1735,-,"[AIBSCS, BPP, GEA, HIBSCS, SM]",1
nagC,b0676,chbA,b1736,-,"[AIBSCS, BPP, GEA, HIBSCS, SM]",1
nagC,b0676,chbC,b1737,-,"[AIBSCS, BPP, GEA, HIBSCS, SM]",1
nagC,b0676,chbB,b1738,-,"[AIBSCS, BPP, GEA, HIBSCS, SM]",1
nagC,b0676,manX,b1817,-,"[AIBSCS, BCE, GEA, HIBSCS]",1
nagC,b0676,manY,b1818,-,"[AIBSCS, BCE, GEA, HIBSCS]",1
nagC,b0676,manZ,b1819,-,"[AIBSCS, BCE, GEA, HIBSCS]",1
nagC,b0676,ptsH,b2415,-,[AIBSCS],1
nagC,b0676,ptsI,b2416,-,[AIBSCS],1
nagC,b0676,crr,b2417,-,[AIBSCS],1
nagC,b0676,galP,b2943,-,"[AIBSCS, BPP, SM]",1
nagC,b0676,feoA,b3408,-,[AIBSCS],1
nagC,b0676,feoB,b3409,-,[AIBSCS],1
nagC,b0676,feoC,b3410,-,[AIBSCS],1
nagC,b0676,feoA,b3408,+,[AIBSCS],1
nagC,b0676,feoB,b3409,+,[AIBSCS],1
nagC,b0676,feoC,b3410,+,[AIBSCS],1
nagC,b0676,glmU,b3730,-,"[BPP, HIBSCS, SM]",2
nagC,b0676,glmS,b3729,-,"[BPP, HIBSCS, SM]",2
nagC,b0676,glmU,b3730,+,"[BPP, HIBSCS, SM]",2
nagC,b0676,glmS,b3729,+,"[BPP, HIBSCS, SM]",2
nagC,b0676,nanS,b4309,-,"[AIBSCS, BPP, GEA, HIBSCS, SM]",1
nagC,b0676,nanM,b4310,-,"[AIBSCS, BPP, GEA, HIBSCS, SM]",1
nagC,b0676,nanC,b4311,-,"[AIBSCS, BPP, GEA, HIBSCS, SM]",1
nagC,b0676,fimB,b4312,+,"[AIBSCS, BPP, GEA, HIBSCS, SM]",1
nagC,b0676,creA,b4397,-,[AIBSCS],1
nagC,b0676,creB,b4398,-,[AIBSCS],1
nagC,b0676,creC,b4399,-,[AIBSCS],1
nagC,b0676,creD,b4400,-,[AIBSCS],1
fur,b0683,lpd,b0116,-,[GEA],1
fur,b0683,lpd,b0116,+,[GEA],1
fur,b0683,fhuA,b0150,-,"[BPP, GEA, HIBSCS]",2
fur,b0683,fhuA,b0150,-,"CHIP-SV, MSI",inf
fur,b0683,fhuC,b0151,-,"[BPP, GEA, HIBSCS]",2
fur,b0683,fhuC,b0151,-,"CHIP-SV, MSI",inf
fur,b0683,fhuD,b0152,-,"[BPP, GEA, HIBSCS]",2
fur,b0683,fhuD,b0152,-,"CHIP-SV, MSI",inf
fur,b0683,fhuB,b0153,-,"[BPP, GEA, HIBSCS]",2
fur,b0683,fhuB,b0153,-,"CHIP-SV, MSI",inf
fur,b0683,glnD,b0167,-,[GEA],1
fur,b0683,crl,b0240,-,"[BPP, GEA]",2
fur,b0683,yagI,b0272,+,"CHIP-SV, MSI",inf
fur,b0683,argF,b0273,+,"CHIP-SV, MSI",inf
fur,b0683,cyoE,b0428,-,"[AIBSCS, GEA]",1
fur,b0683,cyoD,b0429,-,"[AIBSCS, GEA]",1
fur,b0683,cyoC,b0430,-,"[AIBSCS, GEA]",1
fur,b0683,cyoB,b0431,-,"[AIBSCS, GEA]",1
fur,b0683,cyoA,b0432,-,"[AIBSCS, GEA]",1
fur,b0683,glnK,b0450,-,[GEA],1
fur,b0683,glnK,b0450,+,[GEA],1
fur,b0683,amtB,b0451,-,[GEA],1
fur,b0683,amtB,b0451,+,[GEA],1
fur,b0683,ybaN,b0468,-,"CHIP-SV, MSI",inf
fur,b0683,adk,b0474,+,"CHIP-SV, MSI",inf
fur,b0683,entD,b0583,-,"[AIBSCS, BPP, GEA, HIBSCS]",1
fur,b0683,entD,b0583,-,"CHIP-SV, MSI",inf
fur,b0683,fepA,b0584,-,"[AIBSCS, BPP, GEA, HIBSCS]",1
fur,b0683,fepA,b0584,-,"CHIP-SV, MSI",inf
fur,b0683,fes,b0585,-,"[AIBSCS, BPP, GEA, HIBSCS]",1
fur,b0683,fes,b0585,-,"CHIP-SV, MSI",inf
fur,b0683,entF,b0586,-,"[AIBSCS, BPP, GEA, HIBSCS]",1
fur,b0683,entF,b0586,-,"CHIP-SV, MSI",inf
fur,b0683,fepE,b0587,-,"[AIBSCS, BPP, GEA, HIBSCS]",1
fur,b0683,fepE,b0587,-,"CHIP-SV, MSI",inf
fur,b0683,fepC,b0588,-,"[BPP, GEA, HIBSCS]",2
fur,b0683,fepC,b0588,-,"CHIP-SV, MSI",inf
fur,b0683,fepG,b0589,-,"[BPP, GEA, HIBSCS]",2
fur,b0683,fepG,b0589,-,"CHIP-SV, MSI",inf
fur,b0683,fepD,b0590,-,"[BPP, GEA, HIBSCS]",2
fur,b0683,fepD,b0590,-,"CHIP-SV, MSI",inf
fur,b0683,entS,b0591,-,"[BPP, GEA, HIBSCS]",2
fur,b0683,entS,b0591,+,"[BPP, GEA, HIBSCS]",2
fur,b0683,entS,b0591,-,"CHIP-SV, MSI",inf
fur,b0683,fepB,b0592,-,"[AIBSCS, BPP, GEA, HIBSCS, SM]",1
fur,b0683,fepB,b0592,-,"CHIP-SV, MSI",inf
fur,b0683,entC,b0593,-,"[AIBSCS, BPP, GEA, HIBSCS]",1
fur,b0683,entE,b0594,-,"[AIBSCS, BPP, GEA, HIBSCS]",1
fur,b0683,entB,b0595,-,"[AIBSCS, BPP, GEA, HIBSCS]",1
fur,b0683,entA,b0596,-,"[AIBSCS, BPP, GEA, HIBSCS]",1
fur,b0683,entH,b0597,-,"[AIBSCS, BPP, GEA, HIBSCS]",1
fur,b0683,entC,b0593,-,"CHIP-SV, MSI",inf
fur,b0683,entE,b0594,-,"CHIP-SV, MSI",inf
fur,b0683,entB,b0595,-,"CHIP-SV, MSI",inf
fur,b0683,entA,b0596,-,"CHIP-SV, MSI",inf
fur,b0683,entH,b0597,-,"CHIP-SV, MSI",inf
fur,b0683,fur,b0683,-,"[BPP, HIBSCS]",2
fur,b0683,sdhC,b0721,+,"[AIBSCS, GEA]",1
fur,b0683,sdhD,b0722,+,"[AIBSCS, GEA]",1
fur,b0683,sdhA,b0723,+,"[AIBSCS, GEA]",1
fur,b0683,sdhB,b0724,+,"[AIBSCS, GEA]",1
fur,b0683,sucA,b0726,+,"[AIBSCS, GEA]",1
fur,b0683,sucB,b0727,+,"[AIBSCS, GEA]",1
fur,b0683,sucC,b0728,+,"[AIBSCS, GEA]",1
fur,b0683,sucD,b0729,+,"[AIBSCS, GEA]",1
fur,b0683,gpmA,b0755,-,"[AIBSCS, BPP, GEA, HIBSCS]",1
fur,b0683,gpmA,b0755,-,"CHIP-SV, MSI",inf
fur,b0683,ybiX,b0804,-,"CHIP-SV, MSI",inf
fur,b0683,fiu,b0805,-,[HIBSCS],1
fur,b0683,fiu,b0805,-,"CHIP-SV, MSI",inf
fur,b0683,aspC,b0928,-,[GEA],1
fur,b0683,ompF,b0929,+,[GEA],1
fur,b0683,efeU_1,b1016,-,"CHIP-SV, MSI",inf
fur,b0683,efeU_2,b1017,-,"CHIP-SV, MSI",inf
fur,b0683,efeO,b1018,-,"CHIP-SV, MSI",inf
fur,b0683,efeB,b1019,-,"CHIP-SV, MSI",inf
fur,b0683,pyrC,b1062,-,"[BPP, GEA, HIBSCS]",2
fur,b0683,fhuE,b1102,-,"[AIBSCS, HIBSCS]",1
fur,b0683,fhuE,b1102,-,"CHIP-SV, MSI",inf
fur,b0683,ndh,b1109,-,[GEA],1
fur,b0683,ycgZ,b1164,+,"CHIP-SV, MSI",inf
fur,b0683,oppA,b1243,-,"[BPP, HIBSCS]",2
fur,b0683,oppB,b1244,-,"[BPP, HIBSCS]",2
fur,b0683,oppC,b1245,-,"[BPP, HIBSCS]",2
fur,b0683,oppD,b1246,-,"[BPP, HIBSCS]",2
fur,b0683,oppF,b1247,-,"[BPP, HIBSCS]",2
fur,b0683,tonB,b1252,+,"[AIBSCS, BPP, HIBSCS, BCE]",1
fur,b0683,tonB,b1252,-,"CHIP-SV, MSI",inf
fur,b0683,acnA,b1276,+,"CHIP-SV, MSI",inf
fur,b0683,fnr,b1334,-,[GEA],1
fur,b0683,yncE,b1452,-,"CHIP-SV, MSI",inf
fur,b0683,adhP,b1478,-,"CHIP-SV, MSI",inf
fur,b0683,yddB,b1495,-,"CHIP-SV, MSI",inf
fur,b0683,yddA,b1496,-,"CHIP-SV, MSI",inf
fur,b0683,tfaQ,b1546,-,"[BPP, GEA, HIBSCS]",2
fur,b0683,ydfN,b1547,-,"[BPP, GEA, HIBSCS]",2
fur,b0683,nohA,b1548,-,"[BPP, GEA, HIBSCS]",2
fur,b0683,ynfD,b1586,-,"CHIP-SV, MSI",inf
fur,b0683,fumC,b1611,-,[GEA],1
fur,b0683,purR,b1658,-,[AIBSCS],1
fur,b0683,sufE,b1679,-,"[BPP, GEA, HIBSCS, SM]",2
fur,b0683,sufE,b1679,-,"CHIP-SV, MSI",inf
fur,b0683,sufS,b1680,-,"[BPP, GEA, HIBSCS, SM]",2
fur,b0683,sufS,b1680,-,"CHIP-SV, MSI",inf
fur,b0683,sufD,b1681,-,"[BPP, GEA, HIBSCS, SM]",2
fur,b0683,sufD,b1681,-,"CHIP-SV, MSI",inf
fur,b0683,sufC,b1682,-,"[BPP, GEA, HIBSCS, SM]",2
fur,b0683,sufC,b1682,-,"CHIP-SV, MSI",inf
fur,b0683,sufB,b1683,-,"[BPP, GEA, HIBSCS, SM]",2
fur,b0683,sufB,b1683,-,"CHIP-SV, MSI",inf
fur,b0683,sufA,b1684,-,"[BPP, GEA, HIBSCS, SM]",2
fur,b0683,sufA,b1684,-,"CHIP-SV, MSI",inf
fur,b0683,ydiE,b1705,-,"CHIP-SV, MSI",inf
fur,b0683,katE,b1732,+,[IEP],1
fur,b0683,gdhA,b1761,-,[GEA],1
fur,b0683,gdhA,b1761,+,[GEA],1
fur,b0683,mntP,b1821,+,[AIBSCS],1
fur,b0683,zwf,b1852,-,[GEA],1
fur,b0683,flhD,b1892,-,[AIBSCS],1
fur,b0683,flhC,b1891,-,[AIBSCS],1
fur,b0683,ftnB,b1902,+,"CHIP-SV, MSI",inf
fur,b0683,ftnA,b1905,+,"[BPP, GEA, HIBSCS]",2
fur,b0683,ftnA,b1905,+,"CHIP-SV, MSI",inf
fur,b0683,zinT,b1973,+,[GEA],1
fur,b0683,nac,b1988,-,[GEA],1
fur,b0683,yoeA,b1995,-,"CHIP-SV, MSI",inf
fur,b0683,gnd,b2029,-,[GEA],1
fur,b0683,rcnA,b2106,-,"[AIBSCS, GEA, HIBSCS]",1
fur,b0683,rcnB,b2107,-,"[AIBSCS, GEA, HIBSCS]",1
fur,b0683,cirA,b2155,-,"[AIBSCS, BCE, BPP, GEA, HIBSCS]",1
fur,b0683,cirA,b2155,-,"[AIBSCS, BPP, GEA, HIBSCS]",1
fur,b0683,cirA,b2155,-,"CHIP-SV, MSI",inf
fur,b0683,yojI,b2211,-,"CHIP-SV, MSI",inf
fur,b0683,mntH,b2392,-,"[AIBSCS, HIBSCS, IGI]",1
fur,b0683,mntH,b2392,-,"CHIP-SV, MSI",inf
fur,b0683,hmp,b2552,-,"[AS, GEA, HIBSCS, IMP]",1
fur,b0683,grcA,b2579,-,[GEA],1
fur,b0683,ygaC,b2671,-,"[AIBSCS, GEA]",1
fur,b0683,nrdH,b2673,-,"[AIBSCS, GEA]",1
fur,b0683,nrdI,b2674,-,"[AIBSCS, GEA]",1
fur,b0683,nrdE,b2675,-,"[AIBSCS, GEA]",1
fur,b0683,nrdF,b2676,-,"[AIBSCS, GEA]",1
fur,b0683,nrdH,b2673,-,"CHIP-SV, MSI",inf
fur,b0683,nrdI,b2674,-,"CHIP-SV, MSI",inf
fur,b0683,nrdE,b2675,-,"CHIP-SV, MSI",inf
fur,b0683,nrdF,b2676,-,"CHIP-SV, MSI",inf
fur,b0683,rpoS,b2741,-,"[GEA, IEP]",1
fur,b0683,hybO,b2997,+,"CHIP-SV, MSI",inf
fur,b0683,hybA,b2996,+,"CHIP-SV, MSI",inf
fur,b0683,hybB,b2995,+,"CHIP-SV, MSI",inf
fur,b0683,hybC,b2994,+,"CHIP-SV, MSI",inf
fur,b0683,hybD,b2993,+,"CHIP-SV, MSI",inf
fur,b0683,hybE,b2992,+,"CHIP-SV, MSI",inf
fur,b0683,hybF,b2991,+,"CHIP-SV, MSI",inf
fur,b0683,hybG,b2990,+,"CHIP-SV, MSI",inf
fur,b0683,exbD,b3005,-,"[AIBSCS, BPP, HIBSCS]",1
fur,b0683,exbD,b3005,-,[HIBSCS],1
fur,b0683,exbD,b3005,-,"CHIP-SV, MSI",inf
fur,b0683,exbB,b3006,-,"[AIBSCS, BPP, HIBSCS]",1
fur,b0683,exbB,b3006,-,"CHIP-SV, MSI",inf
fur,b0683,yqjH,b3070,-,"[AIBSCS, GEA, HIBSCS]",1
fur,b0683,yqjH,b3070,-,"CHIP-SV, MSI",inf
fur,b0683,garP,b3127,-,"[BPP, HIBSCS]",2
fur,b0683,garL,b3126,-,"[BPP, HIBSCS]",2
fur,b0683,garR,b3125,-,"[BPP, HIBSCS]",2
fur,b0683,garK,b3124,-,"[BPP, HIBSCS]",2
fur,b0683,rnpB,b3123,-,"[BPP, HIBSCS]",2
fur,b0683,gltB,b3212,-,[GEA],1
fur,b0683,gltD,b3213,-,[GEA],1
fur,b0683,gltF,b3214,-,[GEA],1
fur,b0683,gspC,b3324,-,"[BPP, HIBSCS]",2
fur,b0683,gspD,b3325,-,"[BPP, HIBSCS]",2
fur,b0683,gspE,b3326,-,"[BPP, HIBSCS]",2
fur,b0683,gspF,b3327,-,"[BPP, HIBSCS]",2
fur,b0683,gspG,b3328,-,"[BPP, HIBSCS]",2
fur,b0683,gspH,b3329,-,"[BPP, HIBSCS]",2
fur,b0683,gspI,b3330,-,"[BPP, HIBSCS]",2
fur,b0683,gspJ,b3331,-,"[BPP, HIBSCS]",2
fur,b0683,gspK,b3332,-,"[BPP, HIBSCS]",2
fur,b0683,gspL,b3333,-,"[BPP, HIBSCS]",2
fur,b0683,gspM,b3334,-,"[BPP, HIBSCS]",2
fur,b0683,gspO,b3335,-,"[BPP, HIBSCS]",2
fur,b0683,feoA,b3408,-,"[GEA, HIBSCS]",1
fur,b0683,feoB,b3409,-,"[GEA, HIBSCS]",1
fur,b0683,feoC,b3410,-,"[GEA, HIBSCS]",1
fur,b0683,feoA,b3408,-,"CHIP-SV, MSI",inf
fur,b0683,feoB,b3409,-,"CHIP-SV, MSI",inf
fur,b0683,feoC,b3410,-,"CHIP-SV, MSI",inf
fur,b0683,yhhY,b3441,-,"[AIBSCS, GEA, HIBSCS]",1
fur,b0683,sodA,b3908,-,"[BCE, BPP, GEA, HIBSCS]",1
fur,b0683,zapB,b3928,+,"CHIP-SV, MSI",inf
fur,b0683,metJ,b3938,-,[AIBSCS],1
fur,b0683,katG,b3942,+,[IEP],1
fur,b0683,metH,b4019,-,[AIBSCS],1
fur,b0683,soxS,b4062,-,[GEA],1
fur,b0683,soxR,b4063,-,[GEA],1
fur,b0683,fumB,b4122,+,[GEA],1
fur,b0683,fecA,b4291,-,"[AIBSCS, BPP, GEA, HIBSCS]",1
fur,b0683,fecB,b4290,-,"[AIBSCS, BPP, GEA, HIBSCS]",1
fur,b0683,fecC,b4289,-,"[AIBSCS, BPP, GEA, HIBSCS]",1
fur,b0683,fecD,b4288,-,"[AIBSCS, BPP, GEA, HIBSCS]",1
fur,b0683,fecE,b4287,-,"[AIBSCS, BPP, GEA, HIBSCS]",1
fur,b0683,fecA,b4291,-,"CHIP-SV, MSI",inf
fur,b0683,fecB,b4290,-,"CHIP-SV, MSI",inf
fur,b0683,fecC,b4289,-,"CHIP-SV, MSI",inf
fur,b0683,fecD,b4288,-,"CHIP-SV, MSI",inf
fur,b0683,fecE,b4287,-,"CHIP-SV, MSI",inf
fur,b0683,fecI,b4293,-,"[AIBSCS, BPP, GEA, HIBSCS, SM]",1
fur,b0683,fecR,b4292,-,"[AIBSCS, BPP, GEA, HIBSCS, SM]",1
fur,b0683,fecI,b4293,-,"CHIP-SV, MSI",inf
fur,b0683,fecR,b4292,-,"CHIP-SV, MSI",inf
fur,b0683,uxuA,b4322,+,"CHIP-SV, MSI",inf
fur,b0683,uxuB,b4323,+,"CHIP-SV, MSI",inf
fur,b0683,yjiT,b4342,-,"CHIP-SV, MSI",inf
fur,b0683,fhuF,b4367,-,"[AIBSCS, BPP, GEA, HIBSCS]",1
fur,b0683,fhuF,b4367,-,"CHIP-SV, MSI",inf
fur,b0683,ryhB,b4451,-,"[AIBSCS, BPP, GEA, HIBSCS]",1
fur,b0683,ryhB,b4451,-,"CHIP-SV, MSI",inf
fur,b0683,ybdZ,b4511,-,"[AIBSCS, BPP, GEA, HIBSCS]",1
fur,b0683,ybdZ,b4511,-,"CHIP-SV, MSI",inf
fur,b0683,yjjZ,b4567,-,"[AIBSCS, BPP, GEA, HIBSCS]",1
fur,b0683,yjjZ,b4567,-,"CHIP-SV, MSI",inf
kdpE,b0694,kdpF,b4513,+,"[BPP, GEA, HIBSCS, SM]",2
kdpE,b0694,kdpA,b0698,+,"[BPP, GEA, HIBSCS, SM]",2
kdpE,b0694,kdpB,b0697,+,"[BPP, GEA, HIBSCS, SM]",2
kdpE,b0694,kdpC,b0696,+,"[BPP, GEA, HIBSCS, SM]",2
mngR,b0730,mngR,b0730,-,"[BPP, GEA, HIBSCS]",2
mngR,b0730,mngA,b0731,-,"[BPP, GEA, HIBSCS]",2
mngR,b0730,mngB,b0732,-,"[BPP, GEA, HIBSCS]",2
modE,b0761,modA,b0763,-,"[BPP, GEA, SM]",2
modE,b0761,modB,b0764,-,"[BPP, GEA, SM]",2
modE,b0761,modC,b0765,-,"[BPP, GEA, SM]",2
modE,b0761,moaA,b0781,+,"[BPP, GEA]",2
modE,b0761,moaB,b0782,+,"[BPP, GEA]",2
modE,b0761,moaC,b0783,+,"[BPP, GEA]",2
modE,b0761,moaD,b0784,+,"[BPP, GEA]",2
modE,b0761,moaE,b0785,+,"[BPP, GEA]",2
modE,b0761,dmsA,b0894,-,"[BPP, GEA, HIBSCS, SM]",2
modE,b0761,dmsB,b0895,-,"[BPP, GEA, HIBSCS, SM]",2
modE,b0761,dmsC,b0896,-,"[BPP, GEA, HIBSCS, SM]",2
modE,b0761,narL,b1221,+,"[BPP, GEA, HIBSCS]",2
modE,b0761,narX,b1222,+,"[BPP, GEA, HIBSCS]",2
modE,b0761,oppA,b1243,-,[GEA],1
modE,b0761,oppB,b1244,-,[GEA],1
modE,b0761,oppC,b1245,-,[GEA],1
modE,b0761,oppD,b1246,-,[GEA],1
modE,b0761,oppF,b1247,-,[GEA],1
modE,b0761,ccmH,b2194,+,"[BPP, GEA, HIBSCS, SM]",2
modE,b0761,ccmG,b2195,+,"[BPP, GEA, HIBSCS, SM]",2
modE,b0761,ccmF,b2196,+,"[BPP, GEA, HIBSCS, SM]",2
modE,b0761,ccmE,b2197,+,"[BPP, GEA, HIBSCS, SM]",2
modE,b0761,ccmD,b2198,+,"[BPP, GEA, HIBSCS, SM]",2
modE,b0761,ccmC,b2199,+,"[BPP, GEA, HIBSCS, SM]",2
modE,b0761,ccmB,b2200,+,"[BPP, GEA, HIBSCS, SM]",2
modE,b0761,ccmA,b2201,+,"[BPP, GEA, HIBSCS, SM]",2
modE,b0761,napC,b2202,+,"[BPP, GEA, HIBSCS, SM]",2
modE,b0761,napB,b2203,+,"[BPP, GEA, HIBSCS, SM]",2
modE,b0761,napH,b2204,+,"[BPP, GEA, HIBSCS, SM]",2
modE,b0761,napG,b2205,+,"[BPP, GEA, HIBSCS, SM]",2
modE,b0761,napA,b2206,+,"[BPP, GEA, HIBSCS, SM]",2
modE,b0761,napD,b2207,+,"[BPP, GEA, HIBSCS, SM]",2
modE,b0761,napF,b2208,+,"[BPP, GEA, HIBSCS, SM]",2
modE,b0761,hycI,b2717,+,"[BPP, GEA]",2
modE,b0761,hycH,b2718,+,"[BPP, GEA]",2
modE,b0761,hycG,b2719,+,"[BPP, GEA]",2
modE,b0761,hycF,b2720,+,"[BPP, GEA]",2
modE,b0761,hycE,b2721,+,"[BPP, GEA]",2
modE,b0761,hycD,b2722,+,"[BPP, GEA]",2
modE,b0761,hycC,b2723,+,"[BPP, GEA]",2
modE,b0761,hycB,b2724,+,"[BPP, GEA]",2
modE,b0761,hycA,b2725,+,"[BPP, GEA]",2
modE,b0761,deoC,b4381,-,"[BPP, GEA, HIBSCS]",2
modE,b0761,deoA,b4382,-,"[BPP, GEA, HIBSCS]",2
modE,b0761,deoB,b4383,-,"[BPP, GEA, HIBSCS]",2
modE,b0761,deoD,b4384,-,"[BPP, GEA, HIBSCS]",2
cecR,b0796,ybhR,b0792,-,"[BPP, GEA, HIBSCS]",2
cecR,b0796,ybhS,b0793,-,"[BPP, GEA, HIBSCS]",2
cecR,b0796,ybhF,b0794,-,"[BPP, GEA, HIBSCS]",2
cecR,b0796,ybhG,b0795,-,"[BPP, GEA, HIBSCS]",2
cecR,b0796,cecR,b0796,-,"[BPP, GEA, HIBSCS]",2
mntR,b0817,dps,b0812,-,"[GEA, HIBSCS]",1
mntR,b0817,mntP,b1821,+,"[GEA, HIBSCS]",1
mntR,b0817,mntH,b2392,-,"[AIBSCS, BPP, GEA]",1
mntR,b0817,rybA,b4416,-,"[GEA, HIBSCS]",1
mntR,b0817,mntS,b4705,-,"[GEA, HIBSCS]",1
deoR,b0840,tsx,b0411,-,"[BCE, GEA]",1
deoR,b0840,nupG,b2964,-,"[GEA, HIBSCS]",1
deoR,b0840,deoC,b4381,-,"[HIBSCS, SM]",1
deoR,b0840,deoA,b4382,-,"[HIBSCS, SM]",1
deoR,b0840,deoB,b4383,-,"[HIBSCS, SM]",1
deoR,b0840,deoD,b4384,-,"[HIBSCS, SM]",1
rcdA,b0846,yagK,b0277,-,[BPP],2
rcdA,b0846,sulA,b0958,-,"[BPP, GEA, HIBSCS]",2
rcdA,b0846,csgG,b1037,+,"[BPP, GEA, IC]",2
rcdA,b0846,csgF,b1038,+,"[BPP, GEA, IC]",2
rcdA,b0846,csgE,b1039,+,"[BPP, GEA, IC]",2
rcdA,b0846,csgD,b1040,+,"[BPP, GEA, IC]",2
rcdA,b0846,bluF,b1163,+,"[BPP, GEA, HIBSCS]",2
rcdA,b0846,ydeI,b1536,+,"[BPP, GEA]",2
rcdA,b0846,asr,b1597,+,"[BPP, GEA, IC]",2
lrp,b0889,thrL,b0001,-,"CHIP-SV, MSI",inf
lrp,b0889,thrA,b0002,-,"CHIP-SV, MSI",inf
lrp,b0889,thrB,b0003,-,"CHIP-SV, MSI",inf
lrp,b0889,thrC,b0004,-,"CHIP-SV, MSI",inf
lrp,b0889,thrL,b0001,+,"CHIP-SV, MSI",inf
lrp,b0889,thrA,b0002,+,"CHIP-SV, MSI",inf
lrp,b0889,thrB,b0003,+,"CHIP-SV, MSI",inf
lrp,b0889,thrC,b0004,+,"CHIP-SV, MSI",inf
lrp,b0889,leuD,b0071,-,"CHIP-SV, MSI",inf
lrp,b0889,leuD,b0071,+,"CHIP-SV, MSI",inf
lrp,b0889,leuC,b0072,-,"CHIP-SV, MSI",inf
lrp,b0889,leuC,b0072,+,"CHIP-SV, MSI",inf
lrp,b0889,leuB,b0073,-,"CHIP-SV, MSI",inf
lrp,b0889,leuB,b0073,+,"CHIP-SV, MSI",inf
lrp,b0889,leuA,b0074,-,"CHIP-SV, MSI",inf
lrp,b0889,leuA,b0074,+,"CHIP-SV, MSI",inf
lrp,b0889,leuL,b0075,-,"CHIP-SV, MSI",inf
lrp,b0889,leuL,b0075,+,"CHIP-SV, MSI",inf
lrp,b0889,ilvI,b0077,-,"[BCE, BPP, GEA, HIBSCS, SM]",1
lrp,b0889,ilvH,b0078,-,"[BCE, BPP, GEA, HIBSCS, SM]",1
lrp,b0889,ilvI,b0077,+,"[BCE, BPP, GEA, HIBSCS, SM]",1
lrp,b0889,ilvH,b0078,+,"[BCE, BPP, GEA, HIBSCS, SM]",1
lrp,b0889,ilvI,b0077,-,"CHIP-SV, MSI",inf
lrp,b0889,ilvH,b0078,-,"CHIP-SV, MSI",inf
lrp,b0889,ilvI,b0077,+,"CHIP-SV, MSI",inf
lrp,b0889,ilvH,b0078,+,"CHIP-SV, MSI",inf
lrp,b0889,ftsQ,b0093,-,"CHIP-SV, MSI",inf
lrp,b0889,ftsA,b0094,-,"CHIP-SV, MSI",inf
lrp,b0889,ftsZ,b0095,-,"CHIP-SV, MSI",inf
lrp,b0889,yadV,b0140,-,"CHIP-SV, MSI",inf
lrp,b0889,htrE,b0139,-,"CHIP-SV, MSI",inf
lrp,b0889,yadV,b0140,+,"CHIP-SV, MSI",inf
lrp,b0889,htrE,b0139,+,"CHIP-SV, MSI",inf
lrp,b0889,rrsH,b0201,-,[GEA],1
lrp,b0889,ileV,b0202,-,[GEA],1
lrp,b0889,alaV,b0203,-,[GEA],1
lrp,b0889,rrlH,b0204,-,[GEA],1
lrp,b0889,rrfH,b0205,-,[GEA],1
lrp,b0889,pepD,b0237,-,"CHIP-SV, MSI",inf
lrp,b0889,pepD,b0237,+,"CHIP-SV, MSI",inf
lrp,b0889,ecpR,b0294,+,"CHIP-SV, MSI",inf
lrp,b0889,ecpR,b0294,-,"CHIP-SV, MSI",inf
lrp,b0889,ykgE,b0306,-,"CHIP-SV, MSI",inf
lrp,b0889,ykgE,b0306,+,"CHIP-SV, MSI",inf
lrp,b0889,ykgF,b0307,-,"CHIP-SV, MSI",inf
lrp,b0889,ykgF,b0307,+,"CHIP-SV, MSI",inf
lrp,b0889,ykgG,b0308,-,"CHIP-SV, MSI",inf
lrp,b0889,ykgG,b0308,+,"CHIP-SV, MSI",inf
lrp,b0889,brnQ,b0401,-,"CHIP-SV, MSI",inf
lrp,b0889,brnQ,b0401,+,"CHIP-SV, MSI",inf
lrp,b0889,proY,b0402,-,"CHIP-SV, MSI",inf
lrp,b0889,proY,b0402,+,"CHIP-SV, MSI",inf
lrp,b0889,ribE,b0415,+,"CHIP-SV, MSI",inf
lrp,b0889,ribE,b0415,-,"CHIP-SV, MSI",inf
lrp,b0889,nusB,b0416,-,"CHIP-SV, MSI",inf
lrp,b0889,nusB,b0416,+,"CHIP-SV, MSI",inf
lrp,b0889,ompT,b0565,+,"CHIP-SV, MSI",inf
lrp,b0889,ompT,b0565,-,"CHIP-SV, MSI",inf
lrp,b0889,ybgS,b0753,+,"CHIP-SV, MSI",inf
lrp,b0889,ybgS,b0753,-,"CHIP-SV, MSI",inf
lrp,b0889,aroG,b0754,-,"CHIP-SV, MSI",inf
lrp,b0889,aroG,b0754,+,"CHIP-SV, MSI",inf
lrp,b0889,ybhN,b0788,-,"CHIP-SV, MSI",inf
lrp,b0889,ybhN,b0788,+,"CHIP-SV, MSI",inf
lrp,b0889,clsB,b0789,-,"CHIP-SV, MSI",inf
lrp,b0889,clsB,b0789,+,"CHIP-SV, MSI",inf
lrp,b0889,ybhP,b0790,-,"CHIP-SV, MSI",inf
lrp,b0889,ybhP,b0790,+,"CHIP-SV, MSI",inf
lrp,b0889,ybiJ,b0802,-,"CHIP-SV, MSI",inf
lrp,b0889,ybiJ,b0802,+,"CHIP-SV, MSI",inf
lrp,b0889,potF,b0854,-,"CHIP-SV, MSI",inf
lrp,b0889,potG,b0855,-,"CHIP-SV, MSI",inf
lrp,b0889,potH,b0856,-,"CHIP-SV, MSI",inf
lrp,b0889,potI,b0857,-,"CHIP-SV, MSI",inf
lrp,b0889,potF,b0854,+,"CHIP-SV, MSI",inf
lrp,b0889,potG,b0855,+,"CHIP-SV, MSI",inf
